lic_ticker,lic_name,year,expense,expense_category,expense_amount,lic_id
WGB,WAM Global Limited,2023,Company secretary fees,Other Expenses,16500,
WGB,WAM Global Limited,2023,Other expenses from ordinary activities,Other Expenses,309453,
WHF,Whitefield Industrials Limited,2014,Management fees,External Management Fees,713207,
WHF,Whitefield Industrials Limited,2014,Accounting fees,Other Expenses,138694,
WHF,Whitefield Industrials Limited,2014,Share registry fees,Other Expenses,120076,
WHF,Whitefield Industrials Limited,2014,Custody fees,Other Expenses,53335,
WHF,Whitefield Industrials Limited,2014,Tax fees,Other Expenses,16858,
WHF,Whitefield Industrials Limited,2014,Legal fees,Other Expenses,1876,
WHF,Whitefield Industrials Limited,2014,Directors' fees,Other Expenses,37500,
WHF,Whitefield Industrials Limited,2014,ASX fees,Other Expenses,48882,
WHF,Whitefield Industrials Limited,2014,Audit fees,Other Expenses,28139,
WHF,Whitefield Industrials Limited,2014,Other expenses,Other Expenses,70647,
WHF,Whitefield Industrials Limited,2015,Management fees,External Management Fees,841739,
WHF,Whitefield Industrials Limited,2015,Directors' fees,Other Expenses,39000,
WHF,Whitefield Industrials Limited,2015,Audit fees,Other Expenses,25960,
WHF,Whitefield Industrials Limited,2015,Other expenses,Other Expenses,467363,
WHF,Whitefield Industrials Limited,2016,Management fees,External Management Fees,888322,
WHF,Whitefield Industrials Limited,2016,Directors' fees,Other Expenses,40000,
WHF,Whitefield Industrials Limited,2016,Audit fees,Other Expenses,25960,
WHF,Whitefield Industrials Limited,2016,Other expenses,Other Expenses,523779,
WHF,Whitefield Industrials Limited,2017,Management fees,External Management Fees,1048508,
WHF,Whitefield Industrials Limited,2017,Directors' fees,Other Expenses,40000,
WHF,Whitefield Industrials Limited,2017,Audit fees,Other Expenses,26655,
WHF,Whitefield Industrials Limited,2017,Other expenses,Other Expenses,503845,
WHF,Whitefield Industrials Limited,2018,Management fees,External Management Fees,1269874,
WHF,Whitefield Industrials Limited,2018,Directors' fees,Other Expenses,43750,
WHF,Whitefield Industrials Limited,2018,Audit fees,Other Expenses,28113,
WHF,Whitefield Industrials Limited,2018,Other expenses,Other Expenses,505438,
WHF,Whitefield Industrials Limited,2019,Management fees,External Management Fees,1278559,
WHF,Whitefield Industrials Limited,2019,Directors' fees,Other Expenses,49986,
WHF,Whitefield Industrials Limited,2019,Audit fees,Other Expenses,28278,
WHF,Whitefield Industrials Limited,2019,Other expenses,Other Expenses,610966,
WHF,Whitefield Industrials Limited,2020,Management fees,External Management Fees,1405767,
WHF,Whitefield Industrials Limited,2020,Directors' fees,Other Expenses,51000,
WHF,Whitefield Industrials Limited,2020,Audit fees,Other Expenses,27729,
WHF,Whitefield Industrials Limited,2020,Other expenses,Other Expenses,675992,
WHF,Whitefield Industrials Limited,2021,Management fees,External Management Fees,1302073,
WHF,Whitefield Industrials Limited,2021,Directors' fees,Other Expenses,51000,
WHF,Whitefield Industrials Limited,2021,Registry fees,Other Expenses,180513,
WHF,Whitefield Industrials Limited,2021,Administration fees,Other Expenses,163984,
WHF,Whitefield Industrials Limited,2021,ASX fees,Other Expenses,90905,
WHF,Whitefield Industrials Limited,2021,Legal fees,Other Expenses,54676,
WHF,Whitefield Industrials Limited,2021,Audit fees,Other Expenses,29418,
WHF,Whitefield Industrials Limited,2021,Other expenses,Other Expenses,259242,
WHF,Whitefield Industrials Limited,2022,Management fees,External Management Fees,1665635,
WHF,Whitefield Industrials Limited,2022,Directors' fees,Other Expenses,50991,
WHF,Whitefield Industrials Limited,2022,Registry fees,Other Expenses,193412,
WHF,Whitefield Industrials Limited,2022,Administration fees,Other Expenses,181844,
WHF,Whitefield Industrials Limited,2022,ASX fees,Other Expenses,101187,
WHF,Whitefield Industrials Limited,2022,Legal fees,Other Expenses,25062,
WHF,Whitefield Industrials Limited,2022,Audit fees,Other Expenses,28500,
WHF,Whitefield Industrials Limited,2022,Other expenses,Other Expenses,382380,
WHF,Whitefield Industrials Limited,2023,Management fees,External Management Fees,1596473,
WHF,Whitefield Industrials Limited,2023,Directors' fees,Other Expenses,56758,
WHF,Whitefield Industrials Limited,2023,Registry fees,Other Expenses,217476,
WHF,Whitefield Industrials Limited,2023,Administration fees,Other Expenses,185908,
WHF,Whitefield Industrials Limited,2023,ASX fees,Other Expenses,114426,
WHF,Whitefield Industrials Limited,2023,Legal fees,Other Expenses,10892,
WHF,Whitefield Industrials Limited,2023,Audit fees,Other Expenses,30000,
WHF,Whitefield Industrials Limited,2023,Other expenses,Other Expenses,473408,
HM1,Hearts and Minds Investments Limited,2020,Donations,Other Expenses,9237640,
HM1,Hearts and Minds Investments Limited,2020,Other expenses,Other Expenses,715856,
HM1,Hearts and Minds Investments Limited,2021,Donations,Other Expenses,12567003,
HM1,Hearts and Minds Investments Limited,2021,Employee costs,Other Expenses,541098,
HM1,Hearts and Minds Investments Limited,2021,Other expenses,Other Expenses,639286,
HM1,Hearts and Minds Investments Limited,2022,Donations,Other Expenses,12070528,
HM1,Hearts and Minds Investments Limited,2022,Employee costs,Other Expenses,777069,
HM1,Hearts and Minds Investments Limited,2022,Other expenses,Other Expenses,878344,
HM1,Hearts and Minds Investments Limited,2023,Donations,Other Expenses,10090124,
HM1,Hearts and Minds Investments Limited,2023,Employee costs,Other Expenses,950718,
HM1,Hearts and Minds Investments Limited,2023,Other expenses,Other Expenses,881633,
MIR,Mirrabooka Investments Limited,2014,Administration expenses,Other Expenses,2107000,
MIR,Mirrabooka Investments Limited,2015,Administration expenses,Other Expenses,2245000,
MIR,Mirrabooka Investments Limited,2016,Administration expenses,Other Expenses,2299000,
MIR,Mirrabooka Investments Limited,2017,Administration expenses,Other Expenses,2325000,
MIR,Mirrabooka Investments Limited,2018,Administration expenses,Other Expenses,2315000,
MIR,Mirrabooka Investments Limited,2019,Administration expenses,Other Expenses,2370000,
MIR,Mirrabooka Investments Limited,2020,Administration expenses,Other Expenses,2452000,
MIR,Mirrabooka Investments Limited,2021,Administration expenses,Other Expenses,2519000,
MIR,Mirrabooka Investments Limited,2022,Administration expenses,Other Expenses,2821000,
MIR,Mirrabooka Investments Limited,2023,Administration expenses,Other Expenses,3202000,
VG1,VGI Partners Global Investments Limited,2019,Management fees,External Management Fees,2016044,
VG1,VGI Partners Global Investments Limited,2019,Performance fees,External Performance Fees,12794722,
VG1,VGI Partners Global Investments Limited,2019,Director fees including on costs,Other Expenses,157029,
VG1,VGI Partners Global Investments Limited,2019,Other trade related expenses,Other Expenses,147289,
VG1,VGI Partners Global Investments Limited,2020,Management fees,External Management Fees,15176611,
VG1,VGI Partners Global Investments Limited,2020,Performance fees,External Performance Fees,125128,
VG1,VGI Partners Global Investments Limited,2020,Director fees including on costs,Other Expenses,210000,
VG1,VGI Partners Global Investments Limited,2020,Other expenses,Other Expenses,524236,
VG1,VGI Partners Global Investments Limited,2021,Management fees,External Management Fees,15433796,
VG1,VGI Partners Global Investments Limited,2021,Performance fees,External Performance Fees,26270318,
VG1,VGI Partners Global Investments Limited,2021,Director fees including on costs,Other Expenses,210000,
VG1,VGI Partners Global Investments Limited,2021,Other expenses,Other Expenses,308670,
VG1,VGI Partners Global Investments Limited,2022,Management fees,External Management Fees,13216699,
VG1,VGI Partners Global Investments Limited,2022,Performance fees,External Performance Fees,0,
VG1,VGI Partners Global Investments Limited,2022,Director fees including on costs,Other Expenses,210000,
VG1,VGI Partners Global Investments Limited,2022,Other expenses,Other Expenses,317402,
VG1,VGI Partners Global Investments Limited,2023,Management fees,External Management Fees,10154401,
VG1,VGI Partners Global Investments Limited,2023,Performance fees,External Performance Fees,0,
VG1,VGI Partners Global Investments Limited,2023,Director fees including on costs,Other Expenses,280000,
VG1,VGI Partners Global Investments Limited,2023,Other expenses,Other Expenses,564448,
FGX,Future Generation Australia,2016,Charity donation accrual,Other Expenses,2291000,
FGX,Future Generation Australia,2016,Share registry transaction costs,Other Expenses,157000,
FGX,Future Generation Australia,2016,Other expenses,Other Expenses,43000,
FGX,Future Generation Australia,2016,Audit fees,Other Expenses,36000,
FGX,Future Generation Australia,2016,Executive remuneration,Other Expenses,28000,
FGX,Future Generation Australia,2016,Chess fees,Other Expenses,20000,
FGX,Future Generation Australia,2016,Other expenses,Other Expenses,28000,
FGX,Future Generation Australia,2016,Tax fees,Other Expenses,3000,
FGX,Future Generation Australia,2017,Charity donation accrual,Other Expenses,4103000,
FGX,Future Generation Australia,2017,Share registry transaction costs,Other Expenses,87000,
FGX,Future Generation Australia,2017,Executive remuneration,Other Expenses,121000,
FGX,Future Generation Australia,2017,Other expenses,Other Expenses,80000,
FGX,Future Generation Australia,2017,Audit fees,Other Expenses,35000,
FGX,Future Generation Australia,2017,Chess fees,Other Expenses,25000,
FGX,Future Generation Australia,2017,Tax fees,Other Expenses,4000,
FGX,Future Generation Australia,2018,Charity investment accrual,Other Expenses,4405000,
FGX,Future Generation Australia,2018,Share registry transaction costs,Other Expenses,98000,
FGX,Future Generation Australia,2018,Executive remuneration,Other Expenses,110000,
FGX,Future Generation Australia,2018,Other expenses,Other Expenses,212000,
FGX,Future Generation Australia,2018,Audit fees,Other Expenses,40000,
FGX,Future Generation Australia,2018,ASX Chess Fees,Other Expenses,24000,
FGX,Future Generation Australia,2018,Tax fees,Other Expenses,4000,
FGX,Future Generation Australia,2019,Charity investment accrual,Other Expenses,4899000,
FGX,Future Generation Australia,2019,Share registry transaction costs,Other Expenses,86000,
FGX,Future Generation Australia,2019,Executive remuneration,Other Expenses,132000,
FGX,Future Generation Australia,2019,Other expenses,Other Expenses,238000,
FGX,Future Generation Australia,2019,Audit fees,Other Expenses,38000,
FGX,Future Generation Australia,2019,ASX Chess Fees,Other Expenses,27000,
FGX,Future Generation Australia,2019,Tax fees,Other Expenses,7000,
FGX,Future Generation Australia,2020,Charity investment accrual,Other Expenses,4812000,
FGX,Future Generation Australia,2020,Share registry transaction costs,Other Expenses,98000,
FGX,Future Generation Australia,2020,Executive remuneration,Other Expenses,132000,
FGX,Future Generation Australia,2020,Other expenses,Other Expenses,136000,
FGX,Future Generation Australia,2020,Audit fees,Other Expenses,54000,
FGX,Future Generation Australia,2020,ASIC industry funding levy,Other Expenses,54000,
FGX,Future Generation Australia,2020,ASX Chess Fees,Other Expenses,30000,
FGX,Future Generation Australia,2020,Tax fees,Other Expenses,3000,
FGX,Future Generation Australia,2021,Charity investment accrual,Other Expenses,5867000,
FGX,Future Generation Australia,2021,Share registry transaction costs,Other Expenses,85000,
FGX,Future Generation Australia,2021,Executive remuneration,Other Expenses,50000,
FGX,Future Generation Australia,2021,Service agreement costs,Other Expenses,195000,
FGX,Future Generation Australia,2021,Other expenses,Other Expenses,178000,
FGX,Future Generation Australia,2021,Audit fees,Other Expenses,47000,
FGX,Future Generation Australia,2021,ASIC industry funding levy,Other Expenses,19000,
FGX,Future Generation Australia,2021,ASX Chess Fees,Other Expenses,43000,
FGX,Future Generation Australia,2021,Tax fees,Other Expenses,8000,
FGX,Future Generation Australia,2022,Social investment accrual,Other Expenses,5403000,
FGX,Future Generation Australia,2022,Service agreement costs,Other Expenses,399000,
FGX,Future Generation Australia,2022,Share registry transaction costs,Other Expenses,55000,
FGX,Future Generation Australia,2022,Executive remuneration,Other Expenses,0,
FGX,Future Generation Australia,2022,Other expenses,Other Expenses,249000,
FGX,Future Generation Australia,2022,Audit fees,Other Expenses,62000,
FGX,Future Generation Australia,2022,ASX Chess Fees,Other Expenses,31000,
FGX,Future Generation Australia,2022,ASIC industry funding levy,Other Expenses,12000,
FGX,Future Generation Australia,2022,Tax fees,Other Expenses,3000,
FGG,Future Generation Global,2017,Charity donation accrual,Other Expenses,3292000,
FGG,Future Generation Global,2017,Share registry transaction costs,Other Expenses,89000,
FGG,Future Generation Global,2017,Executive remuneration,Other Expenses,110000,
FGG,Future Generation Global,2017,Other expenses,Other Expenses,117000,
FGG,Future Generation Global,2017,ASX Chess Fees,Other Expenses,26000,
FGG,Future Generation Global,2017,Tax fees,Other Expenses,4000,
FGG,Future Generation Global,2018,Charity investment accrual,Other Expenses,4191000,
FGG,Future Generation Global,2018,Share registry transaction costs,Other Expenses,99000,
FGG,Future Generation Global,2018,Executive remuneration,Other Expenses,110000,
FGG,Future Generation Global,2018,Other expenses,Other Expenses,190000,
FGG,Future Generation Global,2018,ASX Chess Fees,Other Expenses,12000,
FGG,Future Generation Global,2018,Tax fees,Other Expenses,6000,
FGG,Future Generation Global,2019,Charity investment accrual,Other Expenses,5480000,
FGG,Future Generation Global,2019,Share registry transaction costs,Other Expenses,77000,
FGG,Future Generation Global,2019,Executive remuneration,Other Expenses,132000,
FGG,Future Generation Global,2019,Other expenses,Other Expenses,293000,
FGG,Future Generation Global,2019,ASX Chess Fees,Other Expenses,15000,
FGG,Future Generation Global,2019,Tax fees,Other Expenses,7000,
FGG,Future Generation Global,2020,Charity investment accrual,Other Expenses,5997000,
FGG,Future Generation Global,2020,Share registry transaction costs,Other Expenses,75000,
FGG,Future Generation Global,2020,Executive remuneration,Other Expenses,132000,
FGG,Future Generation Global,2020,Other expenses,Other Expenses,194000,
FGG,Future Generation Global,2020,ASIC industry funding levy,Other Expenses,39000,
FGG,Future Generation Global,2020,ASX Chess Fees,Other Expenses,17000,
FGG,Future Generation Global,2020,Tax fees,Other Expenses,3000,
FGG,Future Generation Global,2021,Charity investment accrual,Other Expenses,6820000,
FGG,Future Generation Global,2021,Share registry transaction costs,Other Expenses,41000,
FGG,Future Generation Global,2021,Executive remuneration,Other Expenses,43000,
FGG,Future Generation Global,2021,Other expenses,Other Expenses,197000,
FGG,Future Generation Global,2021,Service agreement costs,Other Expenses,195000,
FGG,Future Generation Global,2021,ASIC industry funding levy,Other Expenses,18000,
FGG,Future Generation Global,2021,ASX Chess Fees,Other Expenses,15000,
FGG,Future Generation Global,2021,Tax fees,Other Expenses,4000,
FGG,Future Generation Global,2022,Social investment accrual,Other Expenses,5550000,
FGG,Future Generation Global,2022,Service agreement costs,Other Expenses,399000,
FGG,Future Generation Global,2022,Share registry transaction costs,Other Expenses,29000,
FGG,Future Generation Global,2022,Executive remuneration,Other Expenses,0,
FGG,Future Generation Global,2022,Other expenses,Other Expenses,279000,
FGG,Future Generation Global,2022,ASIC industry funding levy,Other Expenses,18000,
FGG,Future Generation Global,2022,ASX Chess Fees,Other Expenses,20000,
FGG,Future Generation Global,2022,Taxation service fees,Other Expenses,3000,
PIC,Perpetual Equity Investment Company Limited,2016,Management fees,External Management Fees,2634000,
PIC,Perpetual Equity Investment Company Limited,2016,Directors' remuneration,Other Expenses,170000,
PIC,Perpetual Equity Investment Company Limited,2016,Auditor's remuneration,Other Expenses,76000,
PIC,Perpetual Equity Investment Company Limited,2016,ASX fees,Other Expenses,70000,
PIC,Perpetual Equity Investment Company Limited,2016,Registry services,Other Expenses,125000,
PIC,Perpetual Equity Investment Company Limited,2016,Custody administration fees,Other Expenses,64000,
PIC,Perpetual Equity Investment Company Limited,2016,Brokerage,Transaction Costs (Brokerage),591000,
PIC,Perpetual Equity Investment Company Limited,2016,Others,Other Expenses,205000,
PIC,Perpetual Equity Investment Company Limited,2017,Management fees,External Management Fees,2830000,
PIC,Perpetual Equity Investment Company Limited,2017,Directors' remuneration,Other Expenses,170000,
PIC,Perpetual Equity Investment Company Limited,2017,Auditor's remuneration,Other Expenses,79000,
PIC,Perpetual Equity Investment Company Limited,2017,ASX fees,Other Expenses,83000,
PIC,Perpetual Equity Investment Company Limited,2017,Registry services,Other Expenses,143000,
PIC,Perpetual Equity Investment Company Limited,2017,Custody administration fees,Other Expenses,54000,
PIC,Perpetual Equity Investment Company Limited,2017,Brokerage,Transaction Costs (Brokerage),749000,
PIC,Perpetual Equity Investment Company Limited,2017,Other operating expenses,Other Expenses,253000,
PIC,Perpetual Equity Investment Company Limited,2018,Management fees,External Management Fees,2973000,
PIC,Perpetual Equity Investment Company Limited,2018,Directors' remuneration,Other Expenses,170000,
PIC,Perpetual Equity Investment Company Limited,2018,Auditor's remuneration,Other Expenses,80000,
PIC,Perpetual Equity Investment Company Limited,2018,ASX fees,Other Expenses,78000,
PIC,Perpetual Equity Investment Company Limited,2018,Registry services,Other Expenses,116000,
PIC,Perpetual Equity Investment Company Limited,2018,Custody administration fees,Other Expenses,63000,
PIC,Perpetual Equity Investment Company Limited,2018,Brokerage,Transaction Costs (Brokerage),639000,
PIC,Perpetual Equity Investment Company Limited,2018,Other operating expenses,Other Expenses,214000,
PIC,Perpetual Equity Investment Company Limited,2019,Management fees,External Management Fees,3610000,
PIC,Perpetual Equity Investment Company Limited,2019,Directors' remuneration,Other Expenses,187000,
PIC,Perpetual Equity Investment Company Limited,2019,Auditor's remuneration,Other Expenses,82000,
PIC,Perpetual Equity Investment Company Limited,2019,ASX fees,Other Expenses,101000,
PIC,Perpetual Equity Investment Company Limited,2019,Registry services,Other Expenses,203000,
PIC,Perpetual Equity Investment Company Limited,2019,Custody administration fees,Other Expenses,84000,
PIC,Perpetual Equity Investment Company Limited,2019,Brokerage,Transaction Costs (Brokerage),1109000,
PIC,Perpetual Equity Investment Company Limited,2019,Other operating expenses,Other Expenses,470000,
PIC,Perpetual Equity Investment Company Limited,2020,Management fees,External Management Fees,3840000,
PIC,Perpetual Equity Investment Company Limited,2020,Directors' remuneration,Other Expenses,187000,
PIC,Perpetual Equity Investment Company Limited,2020,Auditor's remuneration,Other Expenses,83000,
PIC,Perpetual Equity Investment Company Limited,2020,ASX fees,Other Expenses,100000,
PIC,Perpetual Equity Investment Company Limited,2020,Registry services,Other Expenses,136000,
PIC,Perpetual Equity Investment Company Limited,2020,Custody administration fees,Other Expenses,61000,
PIC,Perpetual Equity Investment Company Limited,2020,Brokerage,Transaction Costs (Brokerage),1683000,
PIC,Perpetual Equity Investment Company Limited,2020,Other operating expenses,Other Expenses,610000,
PIC,Perpetual Equity Investment Company Limited,2021,Management fees,External Management Fees,4390000,
PIC,Perpetual Equity Investment Company Limited,2021,Directors' remuneration,Other Expenses,156000,
PIC,Perpetual Equity Investment Company Limited,2021,Auditor's remuneration,Other Expenses,83000,
PIC,Perpetual Equity Investment Company Limited,2021,ASX fees,Other Expenses,288000,
PIC,Perpetual Equity Investment Company Limited,2021,Registry services,Other Expenses,121000,
PIC,Perpetual Equity Investment Company Limited,2021,Custody administration fees,Other Expenses,74000,
PIC,Perpetual Equity Investment Company Limited,2021,Brokerage,Transaction Costs (Brokerage),863000,
PIC,Perpetual Equity Investment Company Limited,2021,Other operating expenses,Other Expenses,578000,
PIC,Perpetual Equity Investment Company Limited,2022,Management fees,External Management Fees,5340000,
PIC,Perpetual Equity Investment Company Limited,2022,Directors' remuneration,Other Expenses,175000,
PIC,Perpetual Equity Investment Company Limited,2022,Auditor's remuneration,Other Expenses,96000,
PIC,Perpetual Equity Investment Company Limited,2022,ASX fees,Other Expenses,102000,
PIC,Perpetual Equity Investment Company Limited,2022,Registry services,Other Expenses,151000,
PIC,Perpetual Equity Investment Company Limited,2022,Custody administration fees,Other Expenses,106000,
PIC,Perpetual Equity Investment Company Limited,2022,Brokerage,Transaction Costs (Brokerage),1575000,
PIC,Perpetual Equity Investment Company Limited,2022,Other operating expenses,Other Expenses,937000,
PIC,Perpetual Equity Investment Company Limited,2023,Management fees,External Management Fees,4909000,
PIC,Perpetual Equity Investment Company Limited,2023,Directors' remuneration,Other Expenses,175000,
PIC,Perpetual Equity Investment Company Limited,2023,Auditor's remuneration,Other Expenses,88000,
PIC,Perpetual Equity Investment Company Limited,2023,ASX fees,Other Expenses,126000,
PIC,Perpetual Equity Investment Company Limited,2023,Registry services,Other Expenses,120000,
PIC,Perpetual Equity Investment Company Limited,2023,Custody administration fees,Other Expenses,104000,
PIC,Perpetual Equity Investment Company Limited,2023,Insurance fees,Other Expenses,369000,
PIC,Perpetual Equity Investment Company Limited,2023,Brokerage,Transaction Costs (Brokerage),1050000,
PIC,Perpetual Equity Investment Company Limited,2023,Other operating expenses,Other Expenses,621000,
RG8,Regal Asian Investments Limited,2021,Management fees,External Management Fees,9215770,
RG8,Regal Asian Investments Limited,2021,Performance fees,External Performance Fees,14521856,
RG8,Regal Asian Investments Limited,2021,Directors fees including on costs,Other Expenses,190000,
RG8,Regal Asian Investments Limited,2021,Other expenses,Other Expenses,291520,
RG8,Regal Asian Investments Limited,2022,Management fees,External Management Fees,8315108,
RG8,Regal Asian Investments Limited,2022,Performance fees,External Performance Fees,0,
RG8,Regal Asian Investments Limited,2022,Directors fees including on costs,Other Expenses,190000,
RG8,Regal Asian Investments Limited,2022,Other expenses,Other Expenses,345540,
RG8,Regal Asian Investments Limited,2023,Management fees,External Management Fees,7302161,
RG8,Regal Asian Investments Limited,2023,Performance fees,External Performance Fees,0,
RG8,Regal Asian Investments Limited,2023,Directors fees including on costs,Other Expenses,250000,
RG8,Regal Asian Investments Limited,2023,Other expenses,Other Expenses,444696,
ALI,Argo Global Listed Infrastructure Limited,2016,Management fees,External Management Fees,3371000,
ALI,Argo Global Listed Infrastructure Limited,2016,Custody and administration fees,Other Expenses,272000,
ALI,Argo Global Listed Infrastructure Limited,2016,Directors' fees,Other Expenses,194000,
ALI,Argo Global Listed Infrastructure Limited,2016,Registry fees,Other Expenses,142000,
ALI,Argo Global Listed Infrastructure Limited,2016,Transaction costs,Transaction Costs (Brokerage),573000,
ALI,Argo Global Listed Infrastructure Limited,2016,Other expenses,Other Expenses,260000,
ALI,Argo Global Listed Infrastructure Limited,2017,Management fees,External Management Fees,3413000,
ALI,Argo Global Listed Infrastructure Limited,2017,Custody and administration fees,Other Expenses,234000,
ALI,Argo Global Listed Infrastructure Limited,2017,Directors' fees,Other Expenses,163000,
ALI,Argo Global Listed Infrastructure Limited,2017,Registry fees,Other Expenses,144000,
ALI,Argo Global Listed Infrastructure Limited,2017,Transaction costs,Transaction Costs (Brokerage),285000,
ALI,Argo Global Listed Infrastructure Limited,2017,Other expenses,Other Expenses,347000,
ALI,Argo Global Listed Infrastructure Limited,2018,Management fees,External Management Fees,3560000,
ALI,Argo Global Listed Infrastructure Limited,2018,Custody and administration fees,Other Expenses,276000,
ALI,Argo Global Listed Infrastructure Limited,2018,Directors' fees,Other Expenses,167000,
ALI,Argo Global Listed Infrastructure Limited,2018,Registry fees,Other Expenses,136000,
ALI,Argo Global Listed Infrastructure Limited,2018,Transaction costs,Transaction Costs (Brokerage),277000,
ALI,Argo Global Listed Infrastructure Limited,2018,Other expenses,Other Expenses,330000,
ALI,Argo Global Listed Infrastructure Limited,2019,Management fees,External Management Fees,3900000,
ALI,Argo Global Listed Infrastructure Limited,2019,Custody and administration fees,Other Expenses,254000,
ALI,Argo Global Listed Infrastructure Limited,2019,Directors' fees,Other Expenses,170000,
ALI,Argo Global Listed Infrastructure Limited,2019,Registry fees,Other Expenses,123000,
ALI,Argo Global Listed Infrastructure Limited,2019,Transaction costs,Transaction Costs (Brokerage),277000,
ALI,Argo Global Listed Infrastructure Limited,2019,Other expenses,Other Expenses,432000,
ALI,Argo Global Listed Infrastructure Limited,2020,Management fees,External Management Fees,4211000,
ALI,Argo Global Listed Infrastructure Limited,2020,Custody and administration fees,Other Expenses,273000,
ALI,Argo Global Listed Infrastructure Limited,2020,Directors' fees,Other Expenses,166000,
ALI,Argo Global Listed Infrastructure Limited,2020,Registry fees,Other Expenses,140000,
ALI,Argo Global Listed Infrastructure Limited,2020,Transaction costs,Transaction Costs (Brokerage),409000,
ALI,Argo Global Listed Infrastructure Limited,2020,Other expenses,Other Expenses,444000,
ALI,Argo Global Listed Infrastructure Limited,2021,Management fees,External Management Fees,4050000,
ALI,Argo Global Listed Infrastructure Limited,2021,Custody and administration fees,Other Expenses,252000,
ALI,Argo Global Listed Infrastructure Limited,2021,Directors' fees,Other Expenses,173000,
ALI,Argo Global Listed Infrastructure Limited,2021,Registry fees,Other Expenses,88000,
ALI,Argo Global Listed Infrastructure Limited,2021,Transaction costs,Transaction Costs (Brokerage),342000,
ALI,Argo Global Listed Infrastructure Limited,2021,Other expenses,Other Expenses,428000,
ALI,Argo Global Listed Infrastructure Limited,2022,Management fees,External Management Fees,4835000,
ALI,Argo Global Listed Infrastructure Limited,2022,Custody and administration fees,Other Expenses,292000,
ALI,Argo Global Listed Infrastructure Limited,2022,Directors' fees,Other Expenses,179000,
ALI,Argo Global Listed Infrastructure Limited,2022,Registry fees,Other Expenses,87000,
ALI,Argo Global Listed Infrastructure Limited,2022,Transaction costs,Transaction Costs (Brokerage),436000,
ALI,Argo Global Listed Infrastructure Limited,2022,Other expenses,Other Expenses,477000,
ALI,Argo Global Listed Infrastructure Limited,2023,Management fees,External Management Fees,4926000,
ALI,Argo Global Listed Infrastructure Limited,2023,Custody and administration fees,Other Expenses,319000,
ALI,Argo Global Listed Infrastructure Limited,2023,Directors' fees,Other Expenses,192000,
ALI,Argo Global Listed Infrastructure Limited,2023,Registry fees,Other Expenses,83000,
ALI,Argo Global Listed Infrastructure Limited,2023,Transaction costs,Transaction Costs (Brokerage),666000,
ALI,Argo Global Listed Infrastructure Limited,2023,Other expenses,Other Expenses,521000,
PMC,Platinum Capital Limited,2014,Management fee,External Management Fees,4883000,
PMC,Platinum Capital Limited,2014,Custody,Other Expenses,313000,
PMC,Platinum Capital Limited,2014,Non-capitalised capital raising fees and charges,Other Expenses,122000,
PMC,Platinum Capital Limited,2014,Share registry,Other Expenses,275000,
PMC,Platinum Capital Limited,2014,Directors' fees,Other Expenses,169000,
PMC,Platinum Capital Limited,2014,Continuous reporting disclosure,Other Expenses,165000,
PMC,Platinum Capital Limited,2014,Auditor's remuneration - Auditing and review,Other Expenses,107000,
PMC,Platinum Capital Limited,2014,Auditor's remuneration - Taxation services,Other Expenses,51000,
PMC,Platinum Capital Limited,2014,Transaction costs,Transaction Costs (Brokerage),591000,
PMC,Platinum Capital Limited,2014,Other expenses,Other Expenses,181000,
PMC,Platinum Capital Limited,2015,Management fee,External Management Fees,5831000,
PMC,Platinum Capital Limited,2015,Custody,Other Expenses,353000,
PMC,Platinum Capital Limited,2015,Non-capital raising fees and charges,Other Expenses,0,
PMC,Platinum Capital Limited,2015,Registry,Other Expenses,258000,
PMC,Platinum Capital Limited,2015,Continuous reporting disclosure,Other Expenses,210000,
PMC,Platinum Capital Limited,2015,Directors' fees,Other Expenses,170000,
PMC,Platinum Capital Limited,2015,Auditor's fees,Other Expenses,111000,
PMC,Platinum Capital Limited,2015,Taxation services,Other Expenses,45000,
PMC,Platinum Capital Limited,2015,Transaction costs,Transaction Costs (Brokerage),363000,
PMC,Platinum Capital Limited,2015,Other expenses,Other Expenses,238000,
PMC,Platinum Capital Limited,2016,Management fee,External Management Fees,4845000,
PMC,Platinum Capital Limited,2016,Custody,Other Expenses,245000,
PMC,Platinum Capital Limited,2016,Share registry,Other Expenses,239000,
PMC,Platinum Capital Limited,2016,Continuous reporting disclosure,Other Expenses,190000,
PMC,Platinum Capital Limited,2016,Directors' fees,Other Expenses,186000,
PMC,Platinum Capital Limited,2016,Auditor's remuneration and other services,Other Expenses,162000,
PMC,Platinum Capital Limited,2016,Transaction costs,Transaction Costs (Brokerage),362000,
PMC,Platinum Capital Limited,2016,Other expenses,Other Expenses,252000,
PMC,Platinum Capital Limited,2017,Management fees,External Management Fees,4253000,
PMC,Platinum Capital Limited,2017,Non-capitalised expenses in relation to the Placement and Share Purchase Plan,Other Expenses,105000,
PMC,Platinum Capital Limited,2017,Custody,Other Expenses,270000,
PMC,Platinum Capital Limited,2017,Share registry,Other Expenses,278000,
PMC,Platinum Capital Limited,2017,Continuous reporting disclosure,Other Expenses,199000,
PMC,Platinum Capital Limited,2017,Directors' fees,Other Expenses,186000,
PMC,Platinum Capital Limited,2017,Auditor's remuneration and other services,Other Expenses,87000,
PMC,Platinum Capital Limited,2017,Transaction costs,Transaction Costs (Brokerage),449000,
