lic_ticker,lic_name,year_updated,kp_name,kp_year_joined,kp_role_chairman,kp_role_director,kp_role_investmentmanager,kp_role_title,kp_bio,kp_shares_owned,share_price_eoy,kp_share_value,kp_image_saved,kp_image_file_name,lic_id
DJW,Djerriwarrh Investments Limited,2023,Mark Freeman,2007,No,Yes,Yes,Managing Director,"Member of the Investment Committee. Managing Director of the Company's associated entity, Australian Investment Company Services Limited (AICS). 

Mr Freeman became Chief Executive Officer and Managing Director in January 2018 having been Chief Investment Officer since joining the Company in February 2007. Prior to this he was a Partner with Goldman Sachs JBWere where he spent 12 years advising the Investment Companies on their investment and dealing activities. He has a deep knowledge and experience of investments markets and the Company's approaches, policies and processes. He is also Managing Director of Australian Foundation Investment Company Limited, Mirrabooka Investments Limited and AMCIL Limited.",115535,2.84,328119,Yes,djw_mark_freeman,
DJW,Djerriwarrh Investments Limited,2023,Bruce R Brook,2021,No,Yes,No,Independent Non-Executive Director,"Member of the Investment Committee. 

Mr Bruce Brook joined the Board on 1 August 2021. Mr Brook is a Non-Executive Director of CSL Limited, Incitec Pivot Limited and Newmont Corporation. During his executive career, Mr Brook was the Chief Financial Officer of Western Mining Corporation Resources Limited and Deputy Chief Financial Officer of the Australia and New Zealand Banking Group.",26815,2.84,76155,Yes,djw_bruce_brook,
DJW,Djerriwarrh Investments Limited,2023,Kathryn J Fagg AO,2014,No,Yes,No,Independent Non-Executive Director,"Chair of the Nomination Committee and Member of the Investment and Audit Committees. 

Ms Fagg joined the Board in May 2014. Her executive and professional roles have been broad and diverse. She started her career as a chemical engineer. She became a management consultant and then held a number of senior executive positions in the banking, steel and logistics industries across Australia, New Zealand and Asia. Ms Fagg is Chair of CSIRO and a Non-Executive Director of Medibank Limited and National Australia Bank Limited. She is Chair of the Breast Cancer Network Australia, Inaugural Chair of Watertrust Australia Limited and is a Board Member of the Grattan Institute, The Myer Foundation and Champions of Change Coalition. Ms Fagg was previously Chair of Boral, a Board member of the Reserve Bank of Australia, Chair of Parks Victoria, President of Chief Executive Women, Chair of Melbourne Recital Centre and Non-Executive Director of Incitec Pivot Limited. She also has a number of other significant interests including as a Fellow of the Academy of Technological Sciences and Engineering. 

Kathryn has been awarded Honorary Doctorates by the University of New South Wales in Business and in Chemical Engineering by the University of Queensland. Kathryn was made an Officer of the Order of Australia (AO) in June 2019 for distinguished service to business and finance, to the central banking, logistics and manufacturing sectors, and to women.",20220,2.84,57425,Yes,djw_kathryn_fagg,
DJW,Djerriwarrh Investments Limited,2023,Geoffrey I Roberts,2022,No,Yes,No,Independent Non-Executive Director,"Member of the Investment and Audit Committees. 

Mr Roberts was appointed to the Board in July 2022. 

Mr Roberts has over 35 years finance experience, including as Group Chief Financial Officer of Seek Limited, Managing Partner of Deloitte Victoria, and as Group Chief Financial Officer of AXA Asia Pacific Holdings Limited. Geoff was appointed to the Board of WEHI Institute of Medical Research in September 2022, JB Hi Fi Limited in January 2021 and the Melbourne Cricket Club Committee in March 2019.",35859,2.84,101840,Yes,djw_geoffrey_roberts,
DJW,Djerriwarrh Investments Limited,2023,Alice J M WIlliams,2010,No,Yes,No,Independent Non-Executive Director,"Chair of the Audit Committee. Member of the Investment Committee. 

Ms Williams was appointed to the Board in May 2010. Ms Williams is a Director of Mercer Investments (Australia) Ltd, Advance Asset Management Ltd, Australian Submarine Corporation, Tobacco Free Portfolios, Vocus Group and Pro Medicus. 

She was formerly a Director of Defence Health, Cooper Energy, Equity Trustees Limited, Victorian Funds Management Corporation (VFMC), Port of Melbourne Corporation, Guild Group, Airservices Australia, State Trustees Limited, Western Health, the Australian Accounting Standards Board, Telstra Sale Company, V/Line Passenger Corporation and Barristers Chambers Limited. She previously held senior management positions in the financial services sector including NM Rothschild and Sons (Australia) Limited and JP Morgan Australia and is a former member of the Foreign Investment Review Board (FIRB).",166844,2.84,473837,Yes,djw_alice_wIlliams,
DJW,Djerriwarrh Investments Limited,2023,Karen J Wood,2016,No,No,No,Independent Non-Executive Director,"Member of the Audit, Nomination and Investment Committees. 

Ms Wood was appointed to the Board in July 2016. Ms Wood is the Chair of South 32 Limited and a Director of the Library Board of Victoria. She is a former senior executive of BHP. During her executive career with that company she served in a number of global roles including as Group Company Secretary, Chief People Officer and President, Corporate Affairs. She retired from BHP in 2014. Following her retirement she chaired the BHP Foundation until 2019. She served on the Takeovers Panel from 2000 to 2012.",271012,2.84,769674,Yes,djw_karen_wood,
DJW,Djerriwarrh Investments Limited,2023,Brett McNeill,2019,No,No,Yes,Portfolio Manager,"Brett joined the group in October 2019 as a Portfolio Manager. 

Brett has over 18 years of Investment Experience. Prior to joining AFIC, Brett spent 14 years at Antares Capital (previously called Portfolio Partners and Aviva Investors) as a Portfolio Manager and Analyst. 

Brett holds a Bachelor of Commerce (Economics) and is a CFA Charterholder.",,,,Yes,djw_brett_mcneill,
WMI,WAM Microcap Limited,2023,Geoff Wilson AO,2017,Yes,Yes,No,Chairman - Non-independent,"Chairman of the Board.

Geoff Wilson has over 43 years' direct experience in investment markets having held a variety of senior investment roles in Australia, the UK and the US. Geoff founded Wilson Asset Management in 1997 and created Australia's first listed philanthropic wealth creation vehicles, Future Generation Australia Limited and Future Generation Global Limited. Geoff holds a Bachelor of Science, a Graduate Management Qualification and is a Fellow of the Financial Services Institute of Australia and the Australian Institute of Company Directors (AICD).

Geoff Wilson is currently Chairman of WAM Capital Limited (appointed March 1999), WAM Research Limited (appointed June 2003), WAM Active Limited (appointed July 2007), WAM Microcap Limited (appointed March 2017), WAM Global Limited (appointed February 2018) and WAM Strategic Value Limited (appointed March 2021). He is the founder and a Director of Future Generation Australia Limited (appointed July 2014) and Future Generation Global Limited (appointed May 2015) and a Director of WAM Alternative Assets Limited (appointed September 2020), Global Value Fund Limited (appointed April 2014) and Hearts and Minds Investments Limited (appointed September 2018).",1061755,1.4,1486457,Yes,wmi_geoff_wilson,
WMI,WAM Microcap Limited,2023,Kate Thorley,2017,No,Yes,No,Director - Non-independent,"Kate Thorley has over 18 years' experience in the funds management industry and more than 24 years of financial accounting and corporate governance experience. Kate is the Chief Executive Officer of Wilson Asset Management (International) Pty Limited, Director of WAM Capital Limited, WAM Active Limited, WAM Research Limited, WAM Microcap Limited, WAM Global Limited, WAM Strategic Value Limited, Future Generation Australia Limited and Future Generation Global Limited. She holds a Bachelor of Commerce, a Graduate Diploma in Applied Finance and Investment, Graduate Diploma of Applied Corporate Governance and is a fully qualified CA. She is a Graduate member of the AICD (GAICD).

Kate Thorley is a Director of WAM Active Limited (appointed July 2014), WAM Research Limited (appointed August 2014), Future Generation Australia Limited (appointed April 2015), WAM Leaders Limited (appointed March 2016), WAM Capital Limited (appointed August 2016), WAM Global Limited (appointed February 2018), Future Generation Global Limited (appointed March 2021) and WAM Strategic Value Limited (appointed March 2021).",246280,1.4,344792,Yes,wmi_kate_thorley,
WMI,WAM Microcap Limited,2023,Jacqueline Sullivan,2017,No,Yes,No,Director - Independent,"Jacqueline Sullivan has over 34 years' funds management experience gained in a number of senior executive roles across the Australian and global AMP Capital businesses. In that time, Jacqueline led global distribution of AMP Capital with a focus on expansion into Asia, North America and Europe. As Head of Product, Jacqueline led the development of range of multi-manager products, listed funds, real assets and hedge funds. Jacqueline holds a Bachelor of Science, MBA, Graduate Diploma of Applied Finance and Investment and is a Graduate member of the AICD (GAICD). 

Jacqueline Sullivan is a director of Sandon Capital Limited (appointed December 2021) and Mercantile Investment Company Limited (appointed January 2022).",0,1.4,0,No,wmi_jacqueline_sullivan,
WMI,WAM Microcap Limited,2023,Adrian Siew,2020,No,Yes,No,Director - Independent,"Adrian has 27 years' experience in the financial industry. He started his career with the Goldman Sachs European investment banking team in London before moving to Hong Kong and Singapore as part of their mergers and acquisitions and corporate finance advisory teams. He later spent 11 years with The Carlyle Group as a Director of their private equity buyout investment team in Sydney and Singapore. Adrian was the Lead Portfolio Manager responsible for the alternative asset strategy of Wilson Asset Management (International) Pty Limited, and is now a board director and investment committee member of WAM Alternative Assets Limited. He is also the Chief Executive Officer of Wilson Family Office. 

Adrian Siew is a Director of WAM Alternative Assets Limited (appointed September 2020).",0,1.4,0,No,wmi_adrian_siew,
WMI,WAM Microcap Limited,2023,Oscar Oberg,2017,No,No,Yes,Lead Portfolio Manager,"Oscar has more than 14 years' experience in financial markets. Before joining Wilson Asset Management, Oscar worked as a sell-side analyst at CLSA and three years at Grant Thornton working in transaction advisory services. Oscar is the Lead Portfolio Manager responsible for WAM Capital, WAM Microcap, WAM Research and WAM Active.",,,,Yes,wmi_oscar_oberg,
WMI,WAM Microcap Limited,2023,Tobias Yao,2017,No,No,Yes,Portfolio Manager,"Tobias joined Wilson Asset Management in 2014 and works within WAM Capital, WAM Microcap, WAM Research and WAM Active. Tobias has over 13 years' experience in the investment industry. Prior to this he spent five years as an investment analyst at Pengana Capital, and previously worked in Ernst and Young's transaction advisory services division.",,,,Yes,wmi_tobias_yao,
BKI,BKI Investment Company Limited,2023,Robert Millner AO,2003,Yes,Yes,No,Non-Executive Director and Chairman,"Chair of the Board. Chair of the Investment Committee. Member of the Remuneration Committee. Chair of the Nomination Committee.

Mr Millner was appointed Non-executive Chair upon the Company's formation in October 2003. Mr Millner has extensive experience in the investment industry.

Other current directorships include; Washington H Soul Pattinson and Company Limited (appointed 1984, Chair since 1998), New Hope Corporation Limited (appointed 1995, Chair since 1998), Brickworks Limited (appointed 1997, Chair since 1999), Apex Healthcare Berhad (appointed 2000), TPG Telecom Limited (appointed July 2020), Tuas Limited (appointed May 2020) and Aeris Resources Limited (appointed July 2022).",11247048,1.73,19457393,No,bki_robert_millner,
BKI,BKI Investment Company Limited,2023,David Hall AM,2003,No,Yes,No,Non-Executive Director,"Chair of the Audit and Risk Committee. Member of the Remuneration Committee. Member of the Nomination Committee. 

Mr Hall was appointed a Non-executive Director and Chair of the Audit and Risk Committee upon the Company's formation in October 2003. Mr Hall is a Chartered Accountant with extensive experience in corporate management, finance and as a Company Director.",3050899,1.73,5278055,No,bki_david_hall,
BKI,BKI Investment Company Limited,2023,Ian Huntley,2009,No,Yes,No,Non-Executive Director,"Member of the Investment Committee. Member of the Remuneration Committee. Member of the Audit and Risk Committee. Member of the Nomination Committee.

Mr Huntley joined the Board as a Non-Executive Director in February 2009. After a career in financial journalism, Mr Huntley acquired Your Money Weekly newsletter in 1973. Over the following 33 years, Mr Huntley built the Your Money Weekly newsletter into one of Australia's best known investment advisory publications. He and his partners sold the business to Morningstar Inc of the USA in mid-2006.",11300452,1.73,19549782,No,bki_ian_huntley,
BKI,BKI Investment Company Limited,2023,Alexander Payne,2003,No,Yes,No,Non-Executive Director,"Member of the Audit and Risk Committee. Member of the Investment Committee. Chair of the Remuneration Committee.

Mr Payne was appointed a Non-executive Director upon the Company's formation in October 2003 and has been a member of the Audit and Risk Committee since then. Mr Payne was Chief Financial Officer of Brickworks Limited for 13 years and has considerable experience in finance and investment.",548073,1.73,948166,No,bki_alexander_payne,
BKI,BKI Investment Company Limited,2023,Jacqueline Clarke,2022,No,Yes,No,Non-Executive Director,"Member of the Audit and Risk Committee. Member of the Investment Committee. Member of the Remuneration Committee.

Ms Clarke is an author, trusted advisor, board member, executor and veteran business executive with over 30 years of experience in the big 4, 15 of which as partner of Deloitte. Having held a number of executive roles across Australia, New Zealand and Asia, her experience covers many industries and sectors including retail, property, automotive, professional services (accounting, legal and engineering), technology, financial services, agriculture and oil and gas. Ms Clarke currently sits on the Paul Fudge Group Advisory Board, is also founder of boutique accounting and advisory firm Maxima Private, non-executive director of Cleary Bros and Chair of SMEG Australia. 

Ms Clark is also a director of Empire Energy Group Limited (alternate Director) (appointed 16 August 2021).
",95053,1.73,164442,No,bki_jacqueline_clarke,
BKI,BKI Investment Company Limited,2023,Tom Millner,2008,No,No,Yes,Portfolio Manager. Director and Portfolio Manager of Contact Asset Manager (Investment Manager).,"Tom has 19 years' experience in investment markets. Prior to the establishment of Contact Asset Management, Tom was Chief Executive Officer of BKI Investment Company from 2008 to 2016  a period in which total assets grew from $440 million to almost $1 billion. 

Tom holds a Bachelor of Industrial Design from the University of Newcastle, a Graduate Diploma in Applied Finance and Investment and is a Graduate of the Australian Institute of Company Directors. 

Current directorships include Washington H Soul Pattinson and Company Limited (since 2011) and New Hope Corporation Limited (since 2015).",,,,Yes,bki_tom_millner,
BKI,BKI Investment Company Limited,2023,Will Culbert,2013,No,No,Yes,Portfolio Manager. Director and Portfolio Manager of Contact Asset Manager (Investment Manager).,"Will has over 20 years' experience in the funds management industry in Australia and the UK. Prior to the establishment of Contact Asset Management in 2016, Will was Portfolio Manager for BKI Investment Company for 3 years. Will spent 11 years with Invesco Asset Management (formerly Concord Capital Pty Ltd) as an Equity Analyst and Portfolio Manager. He has also worked for the Bank of New York and Challenger Group. 

Will holds a Bachelor of Business, a Graduate Diploma of Applied Finance and Investment and a Masters of Commerce from the University of New South Wales. He is also a Graduate of the Australian Institute of Company Directors.",,,,Yes,bki_will_culbert,
MIR,Mirrabooka Investments Limited,2023,Greg Richards,2021,Yes,Yes,No,Chairman and Independent Non-Executive Director,"Chairman of the Investment Committee.

Mr Richards is a Company Director who was appointed to the Board in January 2021 and appointed Chairman in October 2022. He was formerly Chair of JB Hi-Fi Limited after being a Non-Executive Director for 12 years, including eight years as Non-Executive Chairman, and was also Chair of the JB Hi-Fi remuneration committee. Mr Richards has over 25 years' experience in the investment banking industry, with 19 years at JBWere and Goldman Sachs JBWere, where he was an Equity Partner for 17 years, working primarily in equity capital markets. He was previously Non-Executive Chairman of Vitaco Holdings Limited.",34469,2.78,95824,Yes,mir_greg_richards,
MIR,Mirrabooka Investments Limited,2023,Mark Freeman,2007,No,Yes,Yes,Managing Director,"Member of the Investment Committee. Managing Director of Australian Investment Company Services Limited (AICS). 

Mr Freeman became Chief Executive Officer and Managing Director in January 2018 having been Chief Investment Officer since joining the Company in February 2007. Prior to this he was a Partner with Goldman Sachs JBWere where he spent 12 years advising the investment companies on their investment and dealing activities. He has a deep knowledge and experience of investment markets and the Company's approaches, policies and processes. He is also Managing Director of Australian Foundation Investment Company Limited, Djerriwarrh Investments Limited and AMCIL Limited.",258679,2.78,719128,Yes,mir_mark_freeman,
MIR,Mirrabooka Investments Limited,2023,Ian A Campbell,2007,No,Yes,No,Independent Non-Executive Director,"Member of the Audit and Investment Committees. 

Mr Campbell is a company Director who was appointed a Director of the Company in November 2007. He is formerly a Non-Executive Director and Chairman of BWX Limited, Non-Executive Director of Energy Technologies Ltd and Managing Director of GUD Holdings Limited. He was also formerly Managing Director of Pacific Dunlop Cables Group.",116771,2.78,324623,Yes,mir_ian_campbell,
MIR,Mirrabooka Investments Limited,2023,Jacinth Fairley,2018,No,Yes,No,Independent Non-Executive Director,"Member of the Audit Committee. 

Dr Fairley was appointed a Director of the Company in February 2018. She is currently the Chief Executive Officer of ASX-listed Starpharma Holdings Ltd, having held this position since 2006. Dr Fairley has more than 30 years of operational experience in the pharmaceutical and biotechnology industries working in senior management roles with companies including CSL and Faulding (now Pfizer). Dr Fairley is also a member of the Invest Victoria Advisory Board and an adviser to the Carnegie Innovation Fund. 

Dr Fairley is a past member of the Melbourne Business School Board, Australian Federal Government's Commonwealth Science Council and Pharmaceutical Industry Working Group and the Australian Federal Ministerial Biotechnology Advisory Council.",41390,2.78,115064,Yes,mir_jacinth_fairley,
MIR,Mirrabooka Investments Limited,2023,Annette Kimmitt AM,2021,No,Yes,No,Independent Non-Executive Director,"Chair of the Audit Committee and Member of the Investment Committee. 

Ms Kimmitt was appointed a Director of the Company in January 2021. Her executive career has included a range of senior roles with MinterEllison, Ernst and Young and the International Accounting Standards Board (IASB). She joined the IASB at its inception in 2001 and is one of the founding developers of International Financial Reporting Standards (IFRS). She is the Chief Executive Officer of the Victorian Gambling and Casino Control Commission and also a Non-Executive Director of Trawalla Group. 

Ms Kimmitt was appointed in 2020 to Monash University's Industry Council of Advisors. She was formerly a Non-Executive Director and Chair of the Finance, Audit and Risk Committee of the Melbourne Business School since 2010 and a member of the Business Council of Australia's Economic Policy and Competitiveness Committee between 2018 and 2021.",36736,2.78,102126,Yes,mir_annette_kimmitt,
MIR,Mirrabooka Investments Limited,2023,Tony Walls,2023,No,Yes,No,Independent Non-Executive Director,"Mr Walls was appointed a Director of the Company in March 2023. He is currently the Chief Executive Officer of Objective Corporation Limited, a position he has held since founding the business in 1987. He has wide experience as a CEO and a Director. He also brings significant expertise in the IT industry.",0,2.78,0,Yes,mir_tony_walls,
MIR,Mirrabooka Investments Limited,2023,Kieran Kennedy,2001,No,No,Yes,Portfolio Manager,"Kieran has over 18 years' experience with the group, having commenced in 2001, initially in an Accounting role. He relocated to London to continue working in the financial services industry in 2005. 

Upon his return in 2006, Kieran commenced his current focus on researching emerging and midcap companies. He progressed to Portfolio Management responsibilities in 2018. 

Kieran holds a Bachelor of Commerce from Melbourne University, and is a CPA and CFA charterholder.",,,,Yes,mir_kieran_kennedy,
HM1,Hearts and Minds Investments Limited,2023,Christopher Cuffe AO,2018,Yes,Yes,No,Chairman and Independent Director,"Chairman of the Board and member of the Investment Committee. 

Commencing his career as a chartered accountant, Christopher Cuffe entered the fund management industry in 1985. In 1988, he joined Colonial First State where he was CEO from 1990 until 2003. In 2003, he became CEO of the listed Challenger Group. He holds a Bachelor of Commerce from the University of New South Wales and a Diploma from the Securities Institute of Australia. He is a Fellow of the Chartered Accountants in Australia and New Zealand, a Fellow of the Institute of Company Directors, and an Associate of the Financial Services Institute of Australasia. In October 2007 Christopher was inducted into the Australian Fund Manager's RBS Hall of Fame for services to the investment industry. Christopher Cuffe has been Chairman of the Company since 12 September 2018, the date of incorporation.

Christopher Cuffe is currently involved in a portfolio of activities in the investment and non-profit sectors which include: member of the investment committee of UniSuper (a $115 billion profit-for-members superannuation fund); member of the investment committee of the Paul Ramsay Foundation (Australia's largest charitable foundation); Chairman of Australian Philanthropic Services (a not for profit organisation assisting individuals, families and professional advisers with effective philanthropy); director of listed companies Global Value Fund Limited and Argo Investments Limited; and founder, director and manager of Third Link Growth Fund.",75000,2.28,171000,Yes,hm1_christopher_cuffe,
HM1,Hearts and Minds Investments Limited,2023,Lorraine Berends,2018,No,Yes,No,Independent Director,"Chair of the Investment Committee. 

Lorraine Berends has worked in the financial services industry for over 40 years and possesses extensive experience in both investment management and superannuation. Before moving to a non-executive career in 2014, she worked for 15 years with US based investment manager Marvin and Palmer Associates. She contributed extensively to industry associations throughout her executive career, serving on the boards of the Investment Management Consultants Association (now the CIMA Society of Australia) for 13 years (7 years as Chair) and the Association of Superannuation Funds Australia (ASFA) for 12 years (3 years as Chair). She has been awarded life membership of both the CIMA Society and ASFA. She holds a Bachelor of Science from Monash University, is a fellow of the Actuaries Institute and a fellow of ASFA. 

Lorraine Berends is an independent non-executive director of ASX listed Pinnacle Investment Management Group Limited and of listed investment companies Plato Income Maximiser Limited and Spheria Emerging Companies Limited. She is also a company appointed director of Qantas Superannuation Limited and a non-executive director of the Pinnacle Charitable Foundation.",45000,2.28,102600,Yes,hm1_lorraine_berends,
HM1,Hearts and Minds Investments Limited,2023,Guy Fowler,2018,No,Yes,No,Independent Director,Guy Fowler is a co-founder of the Hearts and Minds Investment Leaders Conference. Guy is also the founder and Co- Executive Chairman of Barrenjoey Capital Partners Pty Ltd. He worked in a range of senior positions at UBS Australia for over 25 years including as the Head of Capital Markets and as the Head of the Corporate Advisory business. In these roles he has advised on many of the largest and most complex equity capital markets and corporate transactions completed in Australia. He is a qualified Chartered Accountant.,1258042,2.28,2868336,Yes,hm1_guy_fowler,
HM1,Hearts and Minds Investments Limited,2023,Matthew Grounds AM,2018,No,Yes,No,Independent Director,"Member of the Investment Committee.

Matthew Grounds is a co-founder of the Hearts and Minds Investment Leaders Conference. Matthew is also the Co- Executive Chairman of Barrenjoey Capital Partners Pty Ltd. Over the past 25 years, he held a variety of senior roles at UBS including CEO and Country Head, Joint Global Head of the Investment Banking business, Head of Capital Markets and Head of the Corporate Advisory business. In these roles, he has advised on many of the largest and most complex equity capital markets and corporate transactions completed in Australia. He is also a Council Member of the University of NSW, Chairman of Victor Chang Cardiac Research Institute, and a Director of the Financial Markets Foundation for Children. He holds a Bachelor of Commerce (Finance major) and a Bachelor of Laws from the University of New South Wales.",1201397,2.28,2739185,Yes,hm1_matthew_grounds,
HM1,Hearts and Minds Investments Limited,2023,Michael Traill AM,2018,No,Yes,No,Independent Director,"Michael Traill founded Social Ventures Australia in 2002, after 15 years as a co-founder and Executive Director of Macquarie Group's private equity arm, Macquarie Direct Investment. He is the author of Jumping Ship  From the world of corporate Australia to the heart of social investment which won the prestigious Ashurst Business Literature Prize. In 2010, he was made a member of the Order of Australia in recognition of his services to non-profit organisations. He holds a BA (Hons) from the University of Melbourne and an MBA from Harvard University. He is also an Adjunct Professor for the Centre for Social Impact (UNSW) and Chair of the Federal Government Task Force on Social Impact Investing.

Michael Traill currently has a range of primarily social purpose Chair and board roles including Chair of the Paul Ramsay Foundation, Executive Director of For Purpose Investments, a Director of M H Carnegie and Co, Australian Retirement Trust (and Chair of the Investment Committee), Catalyst Education and Australian Philanthropic Services.",72281,2.28,164801,Yes,hm1_michael_traill,
HM1,Hearts and Minds Investments Limited,2023,Gary Weiss AM,2018,No,Yes,No,Independent Director,"Member of the Conference Fund Managers Selection Committee.

Gary Weiss is a co-founder of the Sohn Hearts and Minds Investment Leaders Conference. Gary was formerly Chairman of Clearview Wealth Limited and Coats PLC, is a former Non-Executive Director of Premier Investments Limited and Pro-Pac Packaging Limited, a former Executive Director of Whitlam, Turnbull and Co and Guinness Peat Group PLC and sat on the board of Westfield Holdings Limited and many other public companies. He has also been involved in overseeing large businesses with operations in many regions including Europe, China and India and is familiar with investments across a wide range of industries, corporate finance, and private equity type deals. He holds an LLB (Hons) and LLM from Victoria University of Wellington and a Doctor of the Science of Law (JSD) from Cornell University. He was admitted as a Barrister and Solicitor of the Supreme Court of New Zealand, a Barrister and Solicitor of the Supreme Court of Victoria and as a Solicitor of the Supreme Court of New South Wales. He is also a Commissioner of the Australian Rugby League Commission.

Gary Weiss is currently the Executive Director of Ariadne Australia Limited. He is Chairman of Ardent Leisure Group, Cromwell Property Group and Estia Health Limited, and a Non-Executive Director of Victor Chang Cardiac Research Institute and Thorney Opportunities Limited.",498878,2.28,1137442,Yes,hm1_gary_weiss,
HM1,Hearts and Minds Investments Limited,2023,Geoffrey Wilson AO,2018,No,Yes,No,Independent Director,"Geoffrey Wilson has over 43 years direct experience in investment markets having held a variety of senior investment roles in Australia, the UK, and the US. He founded Wilson Asset Management in 1997 and created Australia's first listed philanthropic wealth creation vehicles, the Future Generation companies. He holds a Bachelor of Science, a Graduate Management Qualification and is a Fellow of the Financial Services Institute of Australia and the Australian Institute of Company Directors.

Geoffrey Wilson is currently Chairman of WAM Capital Limited, WAM Leaders Limited, WAM Research Limited, WAM Active Limited, WAM Microcap Limited, WAM Global Limited and WAM Strategic Value Limited. He is the Founder and a Director of Future Generation Global Investment Company Limited, Future Generation Investment Company Limited and a Director of WAM Alternative Assets Limited, Global Value Fund Limited, Wollongong 2021 Limited, Incubator Capital Limited, Sporting Chance Cancer Foundation, the Australian Stockbrokers Foundation, the Australian Fund Managers Foundation and the Australian Children's Music Foundation. He is a member of the Second Bite NSW Advisory Committee.",1687500,2.28,3847500,Yes,hm1_geoffrey_wilson,
HM1,Hearts and Minds Investments Limited,2023,David Wright,2018,No,Yes,No,Independent Director,"Chair of the Conference Fund Managers Selection Committee.

David is the CEO and joint founder of Zenith Investment Partners and has overall responsibility for the management of the broader Group and remains closely involved in servicing the company's investment consulting clients with portfolio construction, management and monitoring advice. He has a wealth of investment industry experience acquired over his extensive career including senior positions at IWL Ltd as Head of Research and Associate Director and Head of Managed Funds research at Lonsdale Limited.

David Wright is currently a director of Zenith Investment Partners Pty Ltd, Zenith Partners Group Pty Ltd, Zenith CW Pty Ltd, ZIP Holdco Pty Ltd, FE fund info (Australia) Pty Ltd and FE (Au) Pty Ltd and a member of the Qantas Superannuation Investment Committee and the Deakin University Financial Planning Advisory Board.",95000,2.28,216600,Yes,hm1_david_wright,
HM1,Hearts and Minds Investments Limited,2023,Charlie Lanchester,2023,No,No,Yes,Chief Investment Officer,"Charlie is an accomplished fund manager and investor with over 30 years active funds management experience at leading investment organisations. Most recently Charlie was Head of Fundamental Australian Active Equities at BlackRock. Prior to that Charlie held senior investment roles at Perpetual Investments, Platinum Asset Management and Schroder Investment Management. Charlie is also currently the Chair of the Australian Fund Manager Awards Foundation and Chair of Surf Aid International.",89061,2.28,203059,Yes,hm1_charlie_lanchester,
WGB,WAM Global Limited,2023,Geoff Wilson AO,2018,Yes,Yes,No,Chairman - Non-independent,"Chairman of the Board. 

Geoff Wilson has over 43 years' direct experience in investment markets having held a variety of senior investment roles in Australia, the UK and the US. Geoff founded Wilson Asset Management in 1997 and created Australia's first listed philanthropic wealth creation vehicles, Future Generation Australia Limited and Future Generation Global Limited. Geoff holds a Bachelor of Science, a Graduate Management Qualification and is a Fellow of the Financial Services Institute of Australia and the Australian Institute of Company Directors (AICD). 

Geoff Wilson is currently Chairman of WAM Capital Limited (appointed March 1999), WAM Research Limited (appointed June 2003), WAM Active Limited (appointed July 2007), WAM Leaders Limited (appointed March 2016), WAM Microcap Limited (appointed March 2017) and WAM Strategic Value Limited (appointed March 2021). He is the founder and a Director of Future Generation Australia Limited (appointed July 2014) and Future Generation Global Limited (appointed May 2015) and a Director of WAM Alternative Assets Limited (appointed September 2020), Global Value Fund Limited (appointed April 2014) and Hearts and Minds Investments Limited (appointed September 2018).",4897542,1.86,9109428,Yes,wgb_geoff_wilson,
WGB,WAM Global Limited,2023,Kate Thorley,2018,No,Yes,No,Director - Non-independent,"Member of the Audit and Risk Committee. 

Kate Thorley has over 18 years' experience in the funds management industry and more than 24 years of financial accounting and corporate governance experience. Kate is the Chief Executive Officer of Wilson Asset Management (International) Pty Limited, Director of WAM Capital Limited, WAM Leaders, WAM Active Limited, WAM Research Limited, WAM Microcap Limited, WAM Strategic Value Limited, Future Generation Australia Limited and Future Generation Global Limited. She holds a Bachelor of Commerce, a Graduate Diploma in Applied Finance and Investment, Graduate Diploma of Applied Corporate Governance and is a fully qualified CA. She is a Graduate member of the AICD (GAICD).

Kate Thorley is a Director of WAM Active Limited (appointed July 2014), WAM Research Limited (appointed August 2014), Future Generation Australia Limited (appointed April 2015), WAM Capital Limited (appointed August 2016), WAM Leaders Limited (appointed March 2016), WAM Microcap Limited (appointed March 2017), Future Generation Global Limited (appointed March 2021) and WAM Strategic Value Limited (appointed March 2021).",97239,1.86,180865,Yes,wgb_kate_thorley,
WGB,WAM Global Limited,2023,Gabrielle Trainer AO,2018,No,Yes,No,Director - Independent,"Chairman of the Audit and Risk Committee. 

Gabrielle Trainor is an experienced non-executive director and advisor with over 30 years on public and private boards. Gabrielle's executive career has spanned law, journalism, government and consultancy. Gabrielle is Interim Chair of Infrastructure Australia, a director of Built Group Limited, and co-chair of BuildSkills Australia. Gabrielle has a Bachelor of Laws, Master of Arts and is a Fellow of the Australian Institute of Company Directors (FAICD) and was named an Officer of the Order of Australia in 2017.",59395,1.86,110475,No,wgb_gabrielle_trainer,
